OBJECTID,TRACT,BLKGRP,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,SHAPE_Length,SHAPE_Area
418,009905,2,110010099052,706,702,6,688,0,0,0,8,4,2,0,0,11,6,684,0,0,0,1,4,2,0,0,533,6,518,0,0,0,6,3,2,0,0,10,6,514,0,0,0,0,3,2,0,0,362,292,70,1969.53477070892,141548.409308147
419,009905,3,110010099053,877,849,7,831,4,0,2,5,28,18,0,1,18,7,823,4,0,2,0,23,18,0,1,619,7,586,3,0,2,4,17,12,0,0,8,7,583,3,0,2,0,16,12,0,0,404,338,66,1322.7540667757,103986.043877431
420,009906,1,110010099061,1296,1264,11,1241,3,3,0,6,28,15,3,0,31,8,1227,1,3,0,0,24,12,2,0,1001,11,956,2,3,0,6,19,12,2,0,23,8,948,1,3,0,0,16,10,2,0,756,592,164,2139.29731849347,247946.582283868
421,009907,1,110010099071,935,919,3,911,4,1,0,0,16,7,5,0,10,2,903,3,1,0,0,16,7,5,0,608,3,594,2,1,0,0,8,4,1,0,7,2,589,1,1,0,0,8,4,1,0,341,309,32,2080.15905089799,139631.077872886
422,009907,2,110010099072,1901,1870,10,1852,0,5,1,2,31,15,2,2,20,8,1843,0,5,1,0,24,15,2,2,1285,8,1253,0,3,1,2,18,9,2,0,14,6,1246,0,3,1,0,15,9,2,0,835,788,47,2651.73004045837,327274.557826147
423,010100,1,110010101001,1944,1890,1359,314,2,171,2,42,19,12,20,2,191,1228,305,2,166,2,5,16,11,17,1,1877,1330,293,2,167,2,35,16,10,19,2,172,1209,286,2,162,2,5,13,9,16,1,1527,1286,241,2780.87393062974,394220.896931422
424,010100,2,110010101002,677,650,313,79,2,217,0,39,6,10,13,0,107,249,76,2,216,0,9,2,5,13,0,652,309,77,2,206,0,32,5,9,13,0,96,248,74,2,205,0,9,2,5,13,0,540,508,32,2029.49073434641,185474.209500057
425,010200,1,110010102001,947,906,476,378,4,47,0,1,33,19,9,1,48,443,374,2,47,0,1,25,15,8,1,882,457,342,4,45,0,1,26,18,7,1,42,429,338,2,45,0,1,19,15,6,1,581,542,39,2596.36434750828,347212.681790966
426,010200,2,110010102002,1377,1302,656,540,4,71,1,30,45,18,19,0,90,614,526,3,71,1,7,39,15,19,0,1311,640,515,4,66,1,30,32,17,13,0,86,600,501,3,66,1,7,28,15,13,0,1073,923,150,5082.08945145632,1038927.9244338
427,010300,1,110010103001,943,907,343,477,10,27,1,49,24,9,14,2,99,308,469,8,26,1,2,22,9,14,2,824,323,400,10,26,1,41,17,7,7,2,89,288,392,8,25,1,1,16,7,7,2,298,261,37,3870.62392101618,586020.467624018
428,010300,2,110010103002,1137,1101,120,826,4,28,0,123,21,11,5,5,188,82,803,4,28,0,10,16,11,4,0,947,106,701,4,26,0,83,18,8,1,4,135,78,685,4,26,0,4,13,8,1,0,521,474,47,2404.81644756095,242882.794918116
429,010300,3,110010103003,1107,1049,262,612,22,12,2,139,23,17,8,2,240,216,600,5,12,2,2,23,5,7,1,906,226,522,17,10,2,92,18,14,5,2,160,193,512,5,10,2,2,18,5,4,1,487,438,49,2089.21215130777,256972.622110079
430,010400,1,110010104001,1324,1307,43,1258,2,2,0,2,17,14,1,1,24,26,1254,2,2,0,0,16,14,1,1,975,33,925,2,2,0,2,11,8,1,1,14,23,924,2,2,0,0,10,8,1,1,609,499,110,4504.11598100987,578345.264430537
431,010400,2,110010104002,3041,2974,86,2857,7,10,1,13,58,29,18,3,61,79,2828,5,10,1,0,51,27,16,2,2387,81,2232,5,8,1,11,44,25,8,3,50,75,2209,3,8,1,0,38,23,7,2,1219,1029,190,6549.58457949938,2134614.3302416
432,010500,1,110010105001,1967,1908,424,1372,7,75,0,30,34,14,24,6,98,382,1358,7,74,0,6,24,14,16,0,1584,407,1033,7,65,0,22,25,12,23,6,80,369,1024,7,64,0,6,16,11,15,0,1123,1030,93,2275.52510229853,332680.638524706
433,010500,2,110010105002,1443,1388,677,516,8,156,2,29,29,19,19,4,114,618,500,6,154,2,4,25,12,19,4,1362,667,468,7,146,2,28,22,16,15,4,110,608,453,6,144,2,4,19,9,15,4,1224,970,254,3188.65052833123,419925.986490109
434,010600,1,110010106001,876,844,314,484,1,35,0,10,21,21,6,0,24,306,479,1,35,0,0,21,21,6,0,733,297,377,1,33,0,4,13,15,4,0,15,290,373,1,33,0,0,13,15,4,0,388,341,47,1406.19338249134,77971.5523998668
435,010600,2,110010106002,2350,2283,1092,1051,14,86,0,40,37,17,26,3,128,1034,1038,2,84,0,8,33,12,24,2,2050,1011,853,13,79,0,36,30,16,24,2,106,965,842,2,78,0,8,28,12,22,2,1267,1075,192,4628.17273261861,1040411.8659233
436,010600,3,110010106003,707,687,218,457,0,5,0,7,12,6,6,0,25,208,452,0,4,0,2,9,6,5,0,614,195,392,0,5,0,7,9,6,5,0,20,187,388,0,4,0,2,7,6,4,0,272,254,18,1386.21604710641,118190.932589636
437,010700,1,110010107001,795,763,614,54,5,79,0,11,6,3,19,5,59,571,51,5,79,0,1,5,3,18,5,785,610,51,5,79,0,10,4,3,19,5,57,567,49,5,79,0,1,3,3,18,5,513,418,95,3367.04376830364,638211.195605018
438,010700,2,110010107002,1043,1012,828,35,1,130,0,18,6,4,21,2,78,773,34,0,128,0,3,5,3,20,2,1036,823,35,1,128,0,18,6,5,21,2,77,769,34,0,126,0,3,5,3,21,2,900,826,74,2374.33391723432,253286.945237381
439,010800,1,110010108001,1407,1361,1184,52,0,122,0,3,38,0,26,0,6,1183,52,0,122,0,0,38,0,26,0,1405,1182,52,0,122,0,3,38,0,26,0,6,1181,52,0,122,0,0,38,0,26,0,132,118,14,1552.98616059222,112800.223752538
440,010800,2,110010108002,2649,2542,2084,134,0,295,0,29,52,31,80,27,203,1918,132,0,295,0,3,49,28,79,27,2629,2076,125,0,294,0,29,50,31,78,27,200,1911,124,0,294,0,3,48,28,78,27,672,625,47,2680.91009267615,425257.26812513
441,010800,3,110010108003,2352,2291,1878,93,2,291,3,24,43,1,44,0,59,1845,93,2,289,2,3,42,1,44,0,2347,1874,93,2,290,3,24,43,1,44,0,59,1841,93,2,288,2,3,42,1,44,0,311,291,20,1490.55616519866,123460.432668748
442,010900,1,110010109001,1305,1281,6,1265,3,2,0,5,23,6,4,0,15,6,1254,3,2,0,1,23,6,4,0,788,6,758,2,2,0,2,17,6,3,0,9,6,751,2,2,0,0,17,6,3,0,519,422,97,1398.8953637283,110538.185636027
443,010900,2,110010109002,1906,1865,52,1790,3,13,0,7,38,16,5,0,32,43,1781,3,13,0,1,33,15,2,0,1568,50,1468,3,13,0,6,26,16,2,0,26,41,1460,3,13,0,1,24,15,1,0,847,739,108,12375.67644274,5203319.66546598
444,011000,1,110010110001,608,582,32,503,7,8,1,31,20,9,12,1,46,28,490,7,8,1,4,19,8,11,1,436,32,356,4,7,1,18,12,6,9,0,33,28,345,4,7,1,2,11,5,8,0,255,227,28,914.387733115109,35698.5416038927
445,011000,2,110010110002,916,898,622,227,2,37,2,8,7,5,8,0,32,601,226,2,37,2,2,6,3,7,0,899,615,223,2,34,2,8,6,5,6,0,32,594,222,2,34,2,2,5,3,5,0,762,638,124,5440.2543428939,805164.592392213
446,011000,3,110010110003,567,551,346,172,5,24,0,4,13,3,4,1,27,331,168,5,23,0,1,11,3,3,1,540,337,162,5,22,0,3,8,3,1,1,23,323,158,5,22,0,1,7,3,1,1,452,403,49,1158.20182374597,70792.3770844914
447,011000,4,110010110004,1624,1553,632,810,15,71,0,25,50,32,16,1,78,600,799,10,71,0,6,41,26,15,1,1479,609,714,12,67,0,25,32,26,12,1,70,579,704,9,67,0,6,25,21,11,1,1204,1077,127,1541.95676885316,116741.31267094
448,011100,1,110010111001,1416,1376,109,1210,8,6,0,43,27,23,4,0,112,68,1196,8,6,0,0,23,19,4,0,1116,82,965,7,4,0,30,20,19,2,0,74,58,954,7,4,0,0,18,17,2,0,573,535,38,6780.42676587668,1461835.8191046
449,011100,2,110010111002,1710,1676,132,1437,5,5,1,96,32,10,7,1,136,116,1421,5,5,1,2,24,10,7,1,1355,121,1133,3,5,1,66,24,9,5,1,92,111,1123,3,5,1,0,20,9,5,1,715,660,55,4689.32920529042,696922.658391614
450,011100,3,110010111003,1733,1675,81,1545,11,4,0,34,51,25,8,2,89,57,1530,5,4,0,6,41,17,8,2,1474,76,1312,11,4,0,27,41,15,5,2,71,54,1302,5,4,0,5,32,11,5,2,580,532,48,12947.7906249215,3902021.22139811
