blkgrp,households,area_median_income,blkgrp_median_income_owners,blkgrp_median_income_renters,avg_hh_size_owners,avg_hh_size_renters,commuters_per_hh_owners,commuters_per_hh_renters,pct_renters,gross_hh_density,median_rooms_per_owner_unit,median_rooms_per_renter_unit,pct_detatched_single_family_unit,median_commute_distance,block_denstiy,employment_access_index,local_job_density,local_retail_job_density,retail_access_index,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'110010004001',264,89826.00000,250001.00000,59107.00000,2.43000,1.67000,1.30008,1.07347,0.00000,1.99023,8.10000,3.10000,74.53875,3.25266,0.17339,152397.66249,6.21463,0.63158,7463.38133,89826.00000,4.00000,2.00000,48.41654,34.19945,14.21708,2.18000,21955.32000,220.59893,48.41654,34.19945,14.21708,2.18000,21955.32000,220.59893,36.62097,23.80602,12.81495,1.85000,21955.32000,237.71436,11720.00000,1.00000,1.00000,278.78960,230.37543,48.41418,0.94000,12723.48000,155.94062,278.78960,230.37543,48.41418,0.94000,12723.48000,155.94062,137.81222,92.66212,45.15010,0.78000,12723.48000,254.82979,44913.00000,1.00000,1.00000,75.73524,60.11622,15.61901,1.21000,12796.92000,148.33376,75.73524,60.11622,15.61901,1.21000,12796.92000,148.33376,47.08709,32.54292,14.54418,1.05000,12796.92000,224.40236,121265.00000,1.00000,1.00000,32.34407,25.05587,7.28820,1.41000,12912.48000,142.62862,32.34407,25.05587,7.28820,1.41000,12912.48000,142.62862,21.82913,15.01175,6.81738,1.26000,12912.48000,203.48349,71861.00000,2.00000,0.00000,52.73078,44.60277,8.12801,1.37000,1020.60000,222.50064,52.73078,44.60277,8.12801,1.37000,1020.60000,222.50064,31.73077,25.28214,6.44863,1.04000,1020.60000,275.74866,44913.00000,3.00000,1.00000,80.66891,60.11622,20.55269,1.68000,14767.92000,228.20579,80.66891,60.11622,20.55269,1.68000,14767.92000,228.20579,56.84136,38.95531,17.88605,1.34000,14767.92000,271.94523,71861.00000,3.00000,1.00000,55.86683,41.96435,13.90248,1.78000,15134.04000,226.30407,55.86683,41.96435,13.90248,1.78000,15134.04000,226.30407,39.14919,27.01883,12.13037,1.44000,15134.04000,260.53494,134739.00000,4.00000,2.00000,38.38639,27.61784,10.76855,2.26000,22599.00000,218.69721,38.38639,27.61784,10.76855,2.26000,22599.00000,218.69721,27.05979,17.35800,9.70178,1.93000,22599.00000,228.20579
'110010004002',348,89826.00000,179390.49406,42412.76608,3.12000,1.67000,1.25405,1.03547,0.46552,1.41410,9.00000,3.10000,42.08038,2.95309,0.12597,188433.66501,8.36019,0.61428,8565.38162,89826.00000,4.00000,2.00000,46.33806,32.84995,13.48811,2.07862,20851.56000,178.79399,49.79713,35.28154,14.51558,2.33000,20851.56000,140.72690,42.36653,30.05811,12.30842,1.79000,20851.56000,222.50064,11720.00000,1.00000,1.00000,186.58535,141.04978,45.53556,0.91241,11427.48000,151.18633,228.46556,179.18089,49.28467,1.08000,11427.48000,74.16688,138.50066,97.26962,41.23104,0.72000,11427.48000,239.61607,44913.00000,1.00000,1.00000,54.42806,39.38142,15.04664,1.18707,11959.92000,133.97253,62.93701,46.75706,16.17995,1.35000,11959.92000,68.46174,44.65853,30.91310,13.74543,1.00000,11959.92000,209.18864,121265.00000,1.00000,1.00000,31.33716,24.17464,7.16252,1.38707,12804.48000,121.18514,33.52078,25.83763,7.68315,1.55000,12804.48000,62.75659,28.83004,22.26529,6.56475,1.20000,12804.48000,188.26977,71861.00000,2.00000,0.00000,49.35161,42.07980,7.27181,1.26862,0.00000,197.51604,54.52751,46.00548,8.52203,1.52000,0.00000,142.62862,43.40890,37.57254,5.83637,0.98000,0.00000,260.53494,44913.00000,3.00000,1.00000,65.90966,46.88513,19.02453,1.57397,13382.28000,198.79478,76.44299,55.46724,20.97576,1.83000,13382.28000,148.33376,53.81583,37.03159,16.78423,1.28000,13382.28000,256.73151,71861.00000,3.00000,1.00000,53.61072,40.62498,12.98574,1.67397,14044.32000,192.46666,57.56269,43.28356,14.27913,1.93000,14044.32000,146.43205,49.07327,37.57254,11.50073,1.38000,14044.32000,245.32122,134739.00000,4.00000,2.00000,34.85173,24.55137,10.30035,2.16328,21858.12000,173.35115,39.54999,28.48173,11.06826,2.41000,21858.12000,138.82519,29.45742,20.03874,9.41868,1.88000,21858.12000,212.99207
'110010005011',948,89826.00000,161039.38124,65831.60758,1.48000,1.69000,0.88489,1.06010,0.83228,6.13913,5.10000,2.90000,0.00000,2.55868,0.09714,186312.75746,8.10660,0.26991,8387.39185,89826.00000,4.00000,2.00000,42.04334,30.55553,11.48781,1.65212,18529.56000,372.61575,45.90829,33.02385,12.88444,2.01000,18529.56000,277.65037,41.26448,30.05811,11.20637,1.58000,18529.56000,391.75327,11720.00000,1.00000,1.00000,168.04318,131.76924,36.27394,0.55361,10172.52000,376.01597,127.35504,87.03072,40.32432,0.77000,10172.52000,212.99207,176.24269,140.78498,35.45771,0.51000,10172.52000,408.86870,44913.00000,1.00000,1.00000,43.32148,31.04576,12.27572,0.83193,10625.04000,349.41604,54.37940,40.85231,13.52709,1.04000,10625.04000,205.38521,41.09307,29.06953,12.02354,0.79000,10625.04000,378.44126,121265.00000,1.00000,1.00000,28.48757,22.58727,5.90030,1.03193,11344.32000,331.04884,30.68201,24.18505,6.49696,1.24000,11344.32000,199.68006,28.04534,22.26529,5.78006,0.99000,11344.32000,357.52240,71861.00000,2.00000,0.00000,43.87572,38.49399,5.38173,0.84212,0.00000,404.58984,50.13299,43.06648,7.06652,1.20000,0.00000,279.55209,42.61475,37.57254,5.04222,0.77000,0.00000,429.78756,44913.00000,3.00000,1.00000,53.06109,37.68197,15.37913,1.15212,11335.68000,402.70016,69.87416,51.91370,17.96046,1.51000,11335.68000,287.15895,49.67291,34.81397,14.85894,1.08000,11335.68000,425.98413,71861.00000,3.00000,1.00000,48.60015,38.06547,10.53468,1.24380,11946.96000,392.56571,52.80819,40.51154,12.29665,1.61000,11946.96000,283.35552,47.75215,37.57254,10.17961,1.17000,11946.96000,414.57384,134739.00000,4.00000,2.00000,29.94404,21.15009,8.79395,1.74044,19473.48000,364.38301,36.50384,26.66489,9.83895,2.09000,19473.48000,275.74866,28.62210,20.03874,8.58336,1.67000,19473.48000,382.24469
'110010005012',1040,89826.00000,177424.32495,72529.64117,1.77000,1.45000,0.97626,1.16956,0.93365,13.31701,4.50000,3.00000,1.39738,2.43614,0.07683,197162.73212,5.96813,0.31911,8663.38905,89826.00000,4.00000,2.00000,41.32592,30.27615,11.04977,1.52654,17679.60000,543.30531,45.78199,33.34447,12.43752,1.90000,17679.60000,401.26184,41.00926,30.05811,10.95115,1.50000,17679.60000,553.39903,11720.00000,1.00000,1.00000,137.06360,102.70412,34.35948,0.44460,9489.96000,554.86920,216.57151,179.18089,37.39062,0.65000,9489.96000,334.70182,131.41371,97.26962,34.14408,0.43000,9489.96000,570.51446,44913.00000,1.00000,1.00000,43.22357,31.66494,11.55863,0.71460,9826.92000,525.95582,59.36712,46.75706,12.61006,0.92000,9826.92000,327.09496,42.07639,30.59248,11.48392,0.70000,9826.92000,540.08703,121265.00000,1.00000,1.00000,27.97697,22.40776,5.56921,0.92460,10362.60000,506.17250,30.50694,24.41265,6.09429,1.13000,10362.60000,323.29153,27.79718,22.26529,5.53190,0.91000,10362.60000,519.16816,71861.00000,2.00000,0.00000,43.01853,37.96363,5.05490,0.71654,0.00000,578.81618,50.18482,43.46725,6.71757,1.09000,0.00000,401.26184,42.50929,37.57254,4.93675,0.69000,0.00000,591.43333,44913.00000,3.00000,1.00000,52.19310,37.67846,14.51464,1.01720,10560.24000,575.76978,69.55650,52.42135,17.13515,1.40000,10560.24000,408.86870,50.95925,36.63082,14.32843,0.99000,10560.24000,587.62990,71861.00000,3.00000,1.00000,47.77816,37.79301,9.98515,1.11720,11097.00000,564.99035,52.63362,40.89562,11.73800,1.50000,11097.00000,406.96698,47.43313,37.57254,9.86059,1.09000,11097.00000,576.21961,134739.00000,4.00000,2.00000,28.77401,20.33418,8.43982,1.61588,18532.80000,534.30142,33.97408,24.49180,9.48229,1.98000,18532.80000,399.36012,28.40449,20.03874,8.36574,1.59000,18532.80000,543.89046
'110010005021',811,89826.00000,189573.41706,77107.47392,2.54000,1.55000,1.10880,1.24044,0.51541,8.09494,9.00000,3.20000,26.63605,2.83785,0.14972,171954.73721,7.11639,0.21288,7954.38961,89826.00000,4.00000,2.00000,42.47514,29.91694,12.55819,1.88229,18923.76000,368.78965,50.45071,36.87128,13.57943,2.14000,18923.76000,309.97953,34.97657,23.37853,11.59804,1.64000,18923.76000,424.08242,11720.00000,1.00000,1.00000,237.22974,195.81438,41.41536,0.72476,10626.12000,345.35705,326.63954,281.56997,45.06958,0.90000,10626.12000,243.41950,153.16741,115.18771,37.97970,0.56000,10626.12000,441.19785,44913.00000,1.00000,1.00000,65.88313,52.24055,13.64258,0.99991,10754.64000,326.96833,88.22716,73.47539,14.75177,1.17000,10754.64000,235.81265,44.87546,32.27573,12.59972,0.84000,10754.64000,412.67213,121265.00000,1.00000,1.00000,28.54133,22.11276,6.42857,1.19991,10959.84000,313.36322,34.16072,27.21313,6.94760,1.37000,10959.84000,232.00922,23.25802,17.31745,5.94058,1.04000,10959.84000,389.85155,71861.00000,2.00000,0.00000,44.95293,38.35903,6.59390,1.07199,0.00000,388.39302,55.96266,48.07615,7.88651,1.34000,0.00000,309.97953,34.60168,29.22308,5.37860,0.82000,0.00000,462.11672,44913.00000,3.00000,1.00000,77.17457,59.70441,17.47016,1.38199,11915.64000,390.11887,92.92411,73.47539,19.44873,1.65000,11915.64000,317.58638,62.36699,46.75706,15.60993,1.13000,11915.64000,458.31329,71861.00000,3.00000,1.00000,49.16234,37.31515,11.84719,1.47199,12318.48000,384.29648,59.08167,45.92199,13.15968,1.74000,12318.48000,315.68467,39.83628,29.22308,10.61320,1.22000,12318.48000,448.80471,134739.00000,4.00000,2.00000,31.61203,22.05936,9.55267,1.96714,19611.72000,363.94743,39.29501,28.94485,10.35016,2.23000,19611.72000,308.07781,24.38857,15.58569,8.80288,1.72000,19611.72000,416.47556
'110010005022',851,89826.00000,148458.93320,60384.48585,1.72000,1.63000,1.05592,1.18129,0.50999,19.56026,5.90000,3.30000,5.93312,2.84463,0.16090,156661.75204,6.61223,0.18415,7534.39124,89826.00000,4.00000,2.00000,44.04197,32.57183,11.47014,1.64150,17123.40000,564.27523,47.31830,35.18803,12.13027,1.82000,17123.40000,494.44587,40.89398,30.05811,10.83587,1.47000,17123.40000,631.36934,11720.00000,1.00000,1.00000,150.97990,115.18771,35.79218,0.48310,9819.36000,541.32057,152.31443,115.18771,37.12671,0.58000,9819.36000,429.78756,149.69764,115.18771,34.50993,0.39000,9819.36000,648.48477,44913.00000,1.00000,1.00000,49.20121,37.33793,11.86328,0.75820,9720.00000,522.07548,55.82156,43.52415,12.29741,0.85000,9720.00000,422.18070,42.84018,31.39403,11.44615,0.67000,9720.00000,618.05734,121265.00000,1.00000,1.00000,29.55167,23.98183,5.56984,0.95820,9562.32000,508.61152,31.56036,25.76836,5.79200,1.05000,9562.32000,416.47556,27.62166,22.26529,5.35638,0.87000,9562.32000,597.13847,71861.00000,2.00000,0.00000,47.32757,41.63932,5.68825,0.83130,0.00000,584.60414,52.40317,45.87189,6.53128,1.02000,0.00000,496.34758,42.45077,37.57254,4.87824,0.65000,0.00000,669.40364,44913.00000,3.00000,1.00000,61.84807,46.28596,15.56211,1.14130,10530.00000,586.39188,72.18696,55.33365,16.85332,1.33000,10530.00000,503.95444,51.91416,37.59268,14.32148,0.96000,10530.00000,665.60021,71861.00000,3.00000,1.00000,50.86656,40.31373,10.55284,1.23130,10785.96000,578.70904,54.58221,43.16667,11.41554,1.42000,10785.96000,500.15101,47.29646,37.57254,9.72393,1.05000,10785.96000,654.18992,134739.00000,4.00000,2.00000,32.82580,24.14099,8.68481,1.72150,17631.00000,558.49411,37.60653,28.41048,9.19605,1.90000,17631.00000,492.54415,28.23234,20.03874,8.19360,1.55000,17631.00000,621.86077
'110010006001',543,89826.00000,141540.86986,70494.38612,1.86000,1.46000,1.16905,1.04226,0.30203,10.22543,5.90000,2.70000,13.02251,3.39295,0.11299,118613.77053,7.73197,0.22403,6636.39326,89826.00000,4.00000,2.00000,43.72077,31.27626,12.44452,1.83523,19055.52000,408.09120,47.59363,34.69374,12.89988,1.95000,19055.52000,382.24469,34.77071,23.37853,11.39218,1.57000,19055.52000,467.82186,11720.00000,1.00000,1.00000,181.56815,140.78498,40.78317,0.64355,11502.00000,366.80333,182.79868,140.78498,42.01370,0.71000,11502.00000,315.68467,178.72444,140.78498,37.93945,0.49000,11502.00000,484.93729,44913.00000,1.00000,1.00000,52.17509,38.87732,13.29777,0.91657,11400.48000,352.87843,56.61266,42.93634,13.67631,0.98000,11400.48000,308.07781,41.91998,29.49703,12.42295,0.77000,11400.48000,456.41157,121265.00000,1.00000,1.00000,29.17308,22.96732,6.20576,1.11657,11239.56000,343.33133,31.80094,25.41211,6.38883,1.18000,11239.56000,304.27438,23.10014,17.31745,5.78270,0.97000,11239.56000,433.59099,71861.00000,2.00000,0.00000,46.82597,40.40062,6.42536,1.02919,0.00000,419.57854,52.24131,45.23733,7.00398,1.15000,0.00000,382.24469,34.31125,29.22308,5.08817,0.75000,0.00000,505.85616,44913.00000,3.00000,1.00000,69.59532,52.20248,17.39284,1.33919,12331.44000,423.73920,72.83964,54.55881,18.28082,1.46000,12331.44000,389.85155,62.09778,46.75706,15.34072,1.06000,12331.44000,502.05273,71861.00000,3.00000,1.00000,50.28965,38.53575,11.75390,1.42919,12585.24000,419.54002,54.90968,42.56551,12.34417,1.55000,12585.24000,387.94984,39.61288,29.22308,10.38979,1.15000,12585.24000,492.54415,134739.00000,4.00000,2.00000,33.67747,24.25733,9.42014,1.91523,19562.04000,404.46639,37.77834,28.00971,9.76863,2.03000,19562.04000,380.34298,24.20048,15.58569,8.61479,1.65000,19562.04000,460.21500
'110010006002',582,89826.00000,119673.71268,59603.45530,1.88000,1.85000,0.94304,0.84076,0.47251,5.13696,8.20000,3.20000,29.38144,3.40083,0.08826,133310.75379,4.14424,0.12806,6852.39142,89826.00000,4.00000,2.00000,46.18463,33.04597,13.13866,1.96902,20482.20000,301.86946,49.83816,35.72240,14.11577,2.21000,20482.20000,260.53494,42.10596,30.05811,12.04785,1.70000,20482.20000,348.01382,11720.00000,1.00000,1.00000,135.74643,91.27054,44.47589,0.79935,11786.04000,275.84995,145.26316,97.26962,47.99354,0.96000,11786.04000,195.87663,125.12231,84.57338,40.54893,0.62000,11786.04000,365.12926,44913.00000,1.00000,1.00000,51.86563,37.33693,14.52871,1.07407,11996.64000,257.46017,59.78433,44.19210,15.59222,1.23000,11996.64000,188.26977,43.02549,29.68406,13.34143,0.90000,11996.64000,334.70182,121265.00000,1.00000,1.00000,31.14922,24.32192,6.82730,1.27407,12329.28000,244.56642,33.48243,26.16419,7.31824,1.43000,12329.28000,182.56463,28.54451,22.26529,6.27922,1.10000,12329.28000,313.78296,71861.00000,2.00000,0.00000,49.22305,42.32033,6.90272,1.15430,0.00000,320.84413,54.68831,46.57325,8.11506,1.40000,0.00000,262.43665,43.12183,37.57254,5.54930,0.88000,0.00000,386.04812,44913.00000,3.00000,1.00000,64.86224,46.41569,18.44655,1.46430,13203.00000,322.05640,76.46315,56.16191,20.30123,1.71000,13203.00000,268.14180,51.91141,35.53537,16.37604,1.19000,13203.00000,382.24469,71861.00000,3.00000,1.00000,53.38578,40.86693,12.51886,1.55957,13657.68000,315.66180,57.59295,43.81793,13.77502,1.81000,13657.68000,266.24008,48.68906,37.57254,11.11652,1.28000,13657.68000,370.83440,134739.00000,4.00000,2.00000,34.65361,24.68026,9.97335,2.04902,21233.88000,296.37344,39.55700,28.83798,10.71903,2.29000,21233.88000,258.63322,29.17963,20.03874,9.14089,1.78000,21233.88000,338.50525
'110010006003',332,89826.00000,193496.49517,96370.86911,2.59000,1.62000,1.07564,0.95897,0.41566,7.70428,9.00000,3.90000,42.35925,3.73008,0.20885,126505.70616,4.88681,0.16060,6813.38614,89826.00000,4.00000,2.00000,46.48342,33.32113,13.16229,1.99880,19784.52000,323.34881,49.56505,35.64224,13.92281,2.19000,19784.52000,281.45380,42.15126,30.05811,12.09315,1.73000,19784.52000,382.24469,11720.00000,1.00000,1.00000,144.71014,100.23027,44.47987,0.81946,11297.88000,292.68079,136.51222,89.59044,46.92178,0.94000,11297.88000,216.79550,156.23474,115.18771,41.04703,0.65000,11297.88000,399.36012,44913.00000,1.00000,1.00000,54.23833,39.74286,14.49547,1.09361,11359.44000,276.37874,59.32407,44.08523,15.23884,1.21000,11359.44000,209.18864,47.08881,33.63837,13.45044,0.93000,11359.44000,370.83440,121265.00000,1.00000,1.00000,31.29557,24.50886,6.78671,1.29361,11457.72000,264.34982,33.24043,26.10481,7.13562,1.41000,11457.72000,203.48349,28.56150,22.26529,6.29621,1.13000,11457.72000,349.91554,71861.00000,2.00000,0.00000,49.87990,42.77344,7.10646,1.18464,0.00000,340.26949,54.52222,46.47305,8.04916,1.38000,0.00000,283.35552,43.35375,37.57254,5.78121,0.91000,0.00000,420.27899,44913.00000,3.00000,1.00000,68.07036,49.47589,18.59446,1.49464,12786.12000,342.02228,76.06471,56.02832,20.03638,1.69000,12786.12000,289.06066,56.83192,40.26451,16.56741,1.22000,12786.12000,416.47556,71861.00000,3.00000,1.00000,53.76426,41.16340,12.60085,1.59048,13145.76000,336.95867,57.29823,43.71773,13.58050,1.79000,13145.76000,287.15895,48.79620,37.57254,11.22367,1.31000,13145.76000,406.96698,134739.00000,4.00000,2.00000,35.12540,25.14403,9.98136,2.07880,20419.56000,319.07568,39.33830,28.77563,10.56266,2.27000,20419.56000,279.55209,29.20292,20.03874,9.16417,1.81000,20419.56000,374.63783
'110010006004',613,89826.00000,127066.46439,63285.41299,2.06000,2.42000,0.99636,0.88829,0.08483,4.16899,8.00000,3.40000,35.62232,3.59855,0.14962,117923.73346,7.15105,0.15060,6834.38916,89826.00000,4.00000,2.00000,48.83424,35.13187,13.70237,2.08861,20936.88000,273.59255,49.43478,35.60216,13.83261,2.12000,20936.88000,270.04351,42.35538,30.05811,12.29727,1.75000,20936.88000,311.88124,11720.00000,1.00000,1.00000,269.79720,222.77558,47.02161,0.86303,12738.60000,215.87101,277.74315,230.37543,47.36772,0.88000,12738.60000,205.38521,184.07261,140.78498,43.28763,0.68000,12738.60000,328.99667,44913.00000,1.00000,1.00000,72.77539,57.63896,15.13643,1.13388,12691.08000,206.48963,75.35752,60.11622,15.24130,1.15000,12691.08000,197.77835,44.91814,30.91310,14.00504,0.96000,12691.08000,300.47095,121265.00000,1.00000,1.00000,32.78634,25.75194,7.03440,1.33388,12616.56000,199.33260,33.15925,26.07512,7.08413,1.35000,12616.56000,192.07320,28.76324,22.26529,6.49796,1.16000,12616.56000,277.65037,71861.00000,2.00000,0.00000,53.22019,45.67219,7.54801,1.28777,32.40000,278.55935,54.13214,46.42296,7.70919,1.32000,32.40000,271.94523,43.38167,37.57254,5.80913,0.94000,32.40000,349.91554,44913.00000,3.00000,1.00000,77.90020,58.15572,19.74448,1.59692,14004.36000,285.19829,80.11567,60.11622,19.99945,1.63000,14004.36000,279.55209,53.99871,37.00488,16.99384,1.24000,14004.36000,346.11211,71861.00000,3.00000,1.00000,56.50244,43.15060,13.35184,1.69692,14292.72000,280.91090,57.18819,43.66764,13.52056,1.73000,14292.72000,275.74866,49.10416,37.57254,11.53163,1.34000,14292.72000,336.60353,134739.00000,4.00000,2.00000,38.40594,28.00189,10.40405,2.17861,21485.52000,271.04556,39.24336,28.74001,10.50335,2.21000,21485.52000,268.14180,29.37152,20.03874,9.33278,1.84000,21485.52000,302.37267
'110010007011',782,89826.00000,109067.34878,49239.04059,3.06000,1.53000,1.22126,1.32176,0.72506,18.12023,9.00000,3.10000,12.42873,3.15386,0.18537,128109.67995,5.36673,0.14657,6875.38324,89826.00000,4.00000,2.00000,38.83478,27.33793,11.49685,1.63121,17543.52000,556.16649,50.82105,37.77971,13.04135,2.03000,17543.52000,443.09957,34.28972,23.37853,10.91119,1.48000,17543.52000,599.04019,11720.00000,1.00000,1.00000,169.40258,132.78174,36.62083,0.51448,9711.36000,550.79937,221.39682,179.18089,42.21594,0.79000,9711.36000,378.44126,149.68695,115.18771,34.49923,0.41000,9711.36000,616.15562,44913.00000,1.00000,1.00000,47.34183,35.15294,12.18889,0.79173,9804.24000,526.64613,60.65642,46.75706,13.89935,1.06000,9804.24000,370.83440,42.29309,30.75279,11.54030,0.69000,9804.24000,585.72818,121265.00000,1.00000,1.00000,25.91641,20.16328,5.75313,0.99173,9950.04000,509.91007,34.22033,27.66833,6.55200,1.26000,9950.04000,365.12926,22.76765,17.31745,5.45021,0.89000,9950.04000,564.80932,71861.00000,2.00000,0.00000,40.37566,34.72785,5.64781,0.82396,0.00000,584.26663,56.80963,49.24507,7.56456,1.23000,0.00000,445.00128,34.14408,29.22308,4.92100,0.67000,0.00000,637.07448,44913.00000,3.00000,1.00000,65.74059,50.23164,15.50895,1.12671,10724.40000,583.07745,77.88818,59.39483,18.49335,1.54000,10724.40000,450.70643,61.13436,46.75706,14.37729,0.97000,10724.40000,633.27105,71861.00000,3.00000,1.00000,44.51260,33.92899,10.58361,1.22396,11102.40000,574.28142,58.86779,46.33946,12.52833,1.63000,11102.40000,448.80471,39.06927,29.22308,9.84619,1.07000,11102.40000,621.86077,134739.00000,4.00000,2.00000,28.00274,19.25860,8.74413,1.71847,18202.32000,548.74931,38.85053,28.94485,9.90568,2.11000,18202.32000,441.19785,23.88938,15.58569,8.30369,1.57000,18202.32000,589.53161
'110010007012',444,89826.00000,98148.60762,44309.71623,1.28000,1.11000,0.61999,0.67101,0.60586,22.41440,3.90000,3.00000,0.00000,3.70356,0.10097,121129.65480,4.53627,0.18360,6690.38046,89826.00000,4.00000,2.00000,38.70395,27.47504,11.22891,1.55401,17411.76000,613.53434,45.75884,33.77196,11.98688,1.76000,17411.76000,530.57845,34.11434,23.37853,10.73581,1.42000,17411.76000,667.50192,11720.00000,1.00000,1.00000,139.35429,104.33193,35.02236,0.41700,10058.04000,598.41913,151.45514,115.18771,36.26742,0.52000,10058.04000,465.92015,131.48199,97.26962,34.21237,0.35000,10058.04000,684.61736,44913.00000,1.00000,1.00000,45.71646,34.14698,11.56948,0.68700,9999.72000,578.13846,53.81890,41.78746,12.03144,0.79000,9999.72000,458.31329,40.44536,29.17641,11.26895,0.62000,9999.72000,656.09163,121265.00000,1.00000,1.00000,25.67237,20.24269,5.42968,0.88700,9909.00000,562.06383,30.41084,24.73921,5.67163,0.99000,9909.00000,452.60814,22.58972,17.31745,5.27227,0.82000,9909.00000,633.27105,71861.00000,2.00000,0.00000,40.35067,35.06112,5.28955,0.73795,0.00000,637.32719,50.26043,44.03501,6.22542,0.95000,0.00000,532.48017,33.90379,29.22308,4.68071,0.60000,0.00000,705.53622,44913.00000,3.00000,1.00000,64.28142,49.25288,15.02854,1.04795,10710.36000,637.27151,69.54795,53.08931,16.45864,1.26000,10710.36000,538.18531,60.85525,46.75706,14.09818,0.91000,10710.36000,701.73279,71861.00000,3.00000,1.00000,44.26031,34.03436,10.22595,1.14189,10992.24000,630.76113,52.64566,41.42998,11.21567,1.36000,10992.24000,536.28360,38.80516,29.22308,9.58208,1.00000,10992.24000,692.22422,134739.00000,4.00000,2.00000,28.68912,20.19119,8.49793,1.63401,17952.84000,608.17613,36.35475,27.27050,9.08425,1.84000,17952.84000,528.67674,23.70218,15.58569,8.11649,1.50000,17952.84000,659.89506
